"Compound name","Smiles","logkp (cm/s)","skin source type","skin source site","used layer","skin preparation","storage temperature (°C)","storage duration (days)","neat","donor/skin surface temperature (°C)","donor pH","donor type","acceptor temperature (°C)","acceptor pH","acceptor type","cell type","reference","DOI","LogP","molecular weight"
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.849,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,6.02,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.705,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,6.95,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.452,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,7.43,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.206,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,7.95,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.115,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,8.52,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.013,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,9.04,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,-5.039,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,9.37,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.136700000000004,336.22016351599996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-6.894,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,2.88,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-6.158,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,5.08,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.764,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,6.02,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.552,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,6.95,Citrate-phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.36,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,7.43,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.193,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,7.95,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.082,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,8.52,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.018,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,9.04,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Sufentanil,COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,-5.029,Cadaver,thigh,"epidermis, dermis",dermatomed,-20,unknown,0,37,9.37,Potassium phosphate buffer,37,7.4,unknown,unknown,"Roy, 1990",10.1023/A:1015912932416,4.214800000000004,386.20279919999996
Caffeine,Cn1cnc2c1c(=O)n(C)c(=O)n2C,-7.145,unknown,leg,epidermis,heat separation,unknown,unknown,0,32,unknown,unknown,37,7.4,PBS,Franz cell,"Dias, 1999",10.1016/S0378-5173(99)00067-8,-1.0293,194.08037556
Salicylic acid,OC(=O)c1ccccc1O,-6.216,Cadaver,abdomen,"epidermis, dermis",dermatomed 600um,-80,60,0,32,unknown,Propylene glycol/Water (9:1),unknown,unknown,PBS with ethanol,Franz cell,"Schmook, 2001",10.1016/S0378-5173(00)00665-7,1.0903999999999998,138.031694052
Hydrocortisone,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-9.195,Cadaver,abdomen,"epidermis, dermis",dermatomed 600um,-80,60,0,32,unknown,Propylene glycol,unknown,unknown,PBS with ethanol,Franz cell,"Schmook, 2001",10.1016/S0378-5173(00)00665-7,1.7815999999999996,362.20932406
Clotrimazole,Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,-9.255,Cadaver,abdomen,"epidermis, dermis",dermatomed 600um,-80,60,0,32,unknown,Propylene glycol,unknown,unknown,PBS with ethanol,Franz cell,"Schmook, 2001",10.1016/S0378-5173(00)00665-7,5.376700000000004,344.108026224
Terbinafine,CN(Cc1cccc2c1cccc2)CC=CC#CC(C)(C)C,-9.556,Cadaver,abdomen,"epidermis, dermis",dermatomed 600um,-80,60,0,32,unknown,Propylene glycol,unknown,unknown,PBS with ethanol,Franz cell,"Schmook, 2001",10.1016/S0378-5173(00)00665-7,4.877300000000004,291.1986998
Triclosan,Clc1ccc(c(c1)O)Oc1ccc(cc1Cl)Cl,-4.269,Abdominoplasty or mammaplasty,"abdomen, breast","epidermis, dermis",dermatomed 230um,unknown,unknown,0,unknown,unknown,"Ethanol/Water (9:1, v/v)",32,7.3,"Eagle Minimal Essential Medium with Earle's salt, sodium bicarbonate and gentamicin",Flow through cell,"Moss, 2000",10.1016/S0278-6915(99)00164-7,5.144700000000002,287.951162504
Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-6.556,Abdominoplasty,abdomen,"epidermis, dermis",dermatomed 500um,4,14,0,32,unknown,"Ethanol/PBS (3:1, v/v)",32,unknown,unknown,unknown,"Pershing, 1993",10.1023/A:1018974131236,3.609200000000002,272.177630008
Estradiol,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,-5.556,Abdominoplasty,abdomen,"epidermis, dermis",dermatomed 500um,4,14,0,32,unknown,"Ethanol/PBS (3:1, v/v), 5% Oleic acid in Ethanol",32,unknown,unknown,unknown,"Pershing, 1993",10.1023/A:1018974131236,3.609200000000002,272.177630008
Lindane,ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,-8.784,Abdominoplasty or mammaplasty,"abdomen, breast","epidermis, dermis",dermatomed 230um,-70,unknown,0,32,unknown,Acetate solution,unknown,unknown,Ethanol 50%,Static diffusion cell,"Dick, 1997",10.1177/096032719701601104,3.644400000000001,287.860066272
Lindane,ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,-6.691,Abdominoplasty or mammaplasty,"abdomen, breast","epidermis, dermis",dermatomed 230um,-70,unknown,0,32,unknown,White spirit,unknown,unknown,Ethanol 50%,Static diffusion cell,"Dick, 1997",10.1177/096032719701601104,3.644400000000001,287.860066272
Lindane,ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,-7.109,Abdominoplasty or mammaplasty,"abdomen, breast","epidermis, dermis",dermatomed 230um,-70,unknown,0,32,unknown,"White spirit, pentachlorophenyl laurate, other ingredients",unknown,unknown,Ethanol 50%,Static diffusion cell,"Dick, 1997",10.1177/096032719701601104,3.644400000000001,287.860066272
Lindane,ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,-7.887,Abdominoplasty or mammaplasty,"abdomen, breast","epidermis, dermis",dermatomed 230um,-70,unknown,0,32,unknown,"Spray dilution. Water, pentachlorophenyl laurate, surfactants",unknown,unknown,Ethanol 50%,Static diffusion cell,"Dick, 1997",10.1177/096032719701601104,3.644400000000001,287.860066272
2-Methoxyethanol,COCCO,-6.095,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,1,30,unknown,unknown,30,unknown,Water,Glass diffusion cell,"Dugard, 1984",10.1289/ehp.8457193,-0.37489999999999996,76.052429496
2-Ethoxyethanol,OCCOCC,-6.631,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,1,30,unknown,unknown,30,unknown,Water,Glass diffusion cell,"Dugard, 1984",10.1289/ehp.8457193,0.01519999999999988,90.06807956
2-Ethoxyethyl acetate,CCOCCOC(=O)C,-6.649,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,1,30,unknown,unknown,30,unknown,Water,Glass diffusion cell,"Dugard, 1984",10.1289/ehp.8457193,0.586,132.078644244
2-Butoxyethanol,CCCCOCCO,-7.226,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,1,30,unknown,unknown,30,unknown,Water,Glass diffusion cell,"Dugard, 1984",10.1289/ehp.8457193,0.7953999999999999,118.099379688
1-Methoxy-2-Propanol,COCC(O)C,-6.459,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,1,30,unknown,unknown,30,unknown,Water,Glass diffusion cell,"Dugard, 1984",10.1289/ehp.8457193,0.013600000000000112,90.06807956
2-(2-Methoxyethoxy)ethanol,COCCOCCO,-7.242,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,1,30,unknown,unknown,30,unknown,Water,Glass diffusion cell,"Dugard, 1984",10.1289/ehp.8457193,-0.3583,120.078644244
2-(2-Ethoxyethoxy)ethanol,OCCOCCOCC,-7.436,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,1,30,unknown,unknown,30,unknown,Water,Glass diffusion cell,"Dugard, 1984",10.1289/ehp.8457193,0.03179999999999983,134.094294308
Diethylene glycol monobutyl ether,CCCCOCCOCCO,-8.004,Cadaver,abdomen,epidermis,heat separation,unknown,unknown,1,30,unknown,unknown,30,unknown,Water,Glass diffusion cell,"Dugard, 1984",10.1289/ehp.8457193,0.812,162.125594436
Water,O,-6.751,Cadaver,abdomen,unknown,unknown,7,4,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scott, 1990",10.1111/1523-1747.ep12475447,-0.8247,18.010564684
Ethanol,CCO,-7.055,Cadaver,abdomen,unknown,unknown,7,4,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scott, 1990",10.1111/1523-1747.ep12475447,-0.0014000000000000123,46.041864812
Mannitol,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,-7.771,Cadaver,abdomen,unknown,unknown,7,4,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scott, 1990",10.1111/1523-1747.ep12475447,-3.5853999999999986,182.079038168
Paraquat,C[n+]1ccc(cc1)c1cc[n+](cc1)C,-8.617,Cadaver,abdomen,unknown,unknown,7,4,0,30,unknown,unknown,30,unknown,unknown,unknown,"Scott, 1990",10.1111/1523-1747.ep12475447,1.0025999999999997,186.11460128817998
Hydroquinone,Oc1ccc(cc1)O,-8.586,unknown,abdomen,stratum corneum,heat separation,-70,unknown,0,unknown,unknown,unknown,30,7.1,"Dulbecco PBS with penicillin, streptomycin and amphotericin",Franz cell,"Barber, 1995",10.1016/0378-4274(95)03393-Y,1.0977999999999999,110.036779432
Water,O,-9.588,unknown,abdomen,stratum corneum,heat separation,-70,unknown,0,unknown,unknown,unknown,30,7.1,"Dulbecco PBS with penicillin, streptomycin and amphotericin",Franz cell,"Barber, 1995",10.1016/0378-4274(95)03393-Y,-0.8247,18.010564684
n-Nitrosodiethanolamine,OCCN(N=O)CCO,-5.944,Cadaver,abdomen,"epidermis, dermis",heat separation,-20,unknown,0,32,unknown,Isopropyl myristate containing sucrose,37,7.4,PBS,Franz cell,"Brain, 1995",10.1016/0278-6915(94)00146-F,-1.0456000000000003,134.06914218
Nicorandil,[O-][N+](=O)OCCNC(=O)c1cccnc1,-7.131,Surgery,breast,unknown,unknown,-20,30,0,unknown,unknown,Water,unknown,unknown,unknown,unknown,"Sato, 1991",10.1002/jps.2600800203,0.01969999999999944,211.059305768
Methanol,CO,-6.352,Cadaver,abdomen,stratum corneum,"heat separation, hydrated",unknown,unknown,0,30,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Southwell, 1984",10.1016/0378-5173(84)90145-5,-0.3915,32.026214748
1-Octanol,CCCCCCCCO,-4.771,Cadaver,abdomen,stratum corneum,"heat separation, hydrated",unknown,unknown,0,30,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Southwell, 1984",10.1016/0378-5173(84)90145-5,2.3392000000000013,130.135765196
Caffeine,Cn1cnc2c1c(=O)n(C)c(=O)n2C,-6.352,Cadaver,abdomen,stratum corneum,"heat separation, hydrated",unknown,unknown,0,30,unknown,unknown,unknown,unknown,unknown,Glass diffusion cell,"Southwell, 1984",10.1016/0378-5173(84)90145-5,-1.0293,194.08037556
Methotrexate,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-7.007,Cadaver,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,4.12,Propylene glycol/water (50%),37,unknown,NaCl solution,unknown,"Vaidyanathan, 1985",10.1016/0378-5173(85)90106-1,0.2684000000000003,454.17131580400013
Methotrexate,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-7.503,Cadaver,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,1.98,Propylene glycol/water (50%),37,unknown,NaCl solution,unknown,"Vaidyanathan, 1985",10.1016/0378-5173(85)90106-1,0.2684000000000003,454.17131580400013
Methotrexate,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-7.209,Cadaver,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,2.98,Propylene glycol/water (50%),37,unknown,NaCl solution,unknown,"Vaidyanathan, 1985",10.1016/0378-5173(85)90106-1,0.2684000000000003,454.17131580400013
Methotrexate,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-6.613,Cadaver,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,3.87,Propylene glycol/water (50%),37,unknown,NaCl solution,unknown,"Vaidyanathan, 1985",10.1016/0378-5173(85)90106-1,0.2684000000000003,454.17131580400013
Methotrexate,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-6.807,Cadaver,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,4.12,Propylene glycol/water (50%),37,unknown,NaCl solution,unknown,"Vaidyanathan, 1985",10.1016/0378-5173(85)90106-1,0.2684000000000003,454.17131580400013
Methotrexate,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-6.503,Cadaver,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,5.29,Propylene glycol/water (50%),37,unknown,NaCl solution,unknown,"Vaidyanathan, 1985",10.1016/0378-5173(85)90106-1,0.2684000000000003,454.17131580400013
Methotrexate,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)N(Cc1cnc2c(n1)c(N)nc(n2)N)C,-6.84,Cadaver,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,unknown,6.34,Propylene glycol/water (50%),37,unknown,NaCl solution,unknown,"Vaidyanathan, 1985",10.1016/0378-5173(85)90106-1,0.2684000000000003,454.17131580400013
2-Phenylphenol,Oc1ccccc1c1ccccc1,-6.355,Abdominoplasty,abdomen,"epidermis, dermis",unknown,-20,unknown,0,unknown,unknown,Ethanol 60%,32,unknown,"Dulbecco’s MEM, Hepes, Ham F-12+glutamax-I, BSA,L-glutamine, hydrocortisone, EGF, gentamycin",Static diffusion cell,"Cnubben, 2002",10.1006/rtph.2001.1530,3.0592000000000015,170.07316494
2-Phenylphenol,Oc1ccccc1c1ccccc1,-5.294,Abdominoplasty,abdomen,epidermis,prepared with NaBr solution,-20,unknown,0,unknown,unknown,Ethanol 60%,32,unknown,"0.9% NaCl, 0.01% sodium azide, 3% BSA",Static diffusion cell,"Cnubben, 2002",10.1006/rtph.2001.1530,3.0592000000000015,170.07316494
Dimethyl Phthalate,COC(=O)c1ccccc1C(=O)OC,-8.035,Cadaver,abdomen,"epidermis, dermis",heat separation,-4,unknown,1,30,unknown,unknown,30,unknown,Ethanol 50%,Glass diffusion cell,"Scott, 1987",10.1289/ehp.8774223,1.2597999999999998,194.0579088
Diethyl Phthalate,CCOC(=O)c1ccccc1C(=O)OCC,-8.499,Cadaver,abdomen,"epidermis, dermis",heat separation,-4,unknown,1,30,unknown,unknown,30,unknown,Ethanol 50%,Glass diffusion cell,"Scott, 1987",10.1289/ehp.8774223,2.04,222.089208928
Dibutyl Phthalate,CCCCOC(=O)c1ccccc1C(=O)OCCCC,-9.195,Cadaver,abdomen,"epidermis, dermis",heat separation,-4,unknown,1,30,unknown,unknown,30,unknown,Ethanol 50%,Glass diffusion cell,"Scott, 1987",10.1289/ehp.8774223,3.600400000000003,278.151809184
Bis(2-ethylhexyl)phthalate,CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,-8.8,Cadaver,abdomen,"epidermis, dermis",heat separation,-4,unknown,1,30,unknown,unknown,30,unknown,Ethanol 50%,Glass diffusion cell,"Scott, 1987",10.1289/ehp.8774223,6.433000000000007,390.277009696
Etorphine,CCCC(C1CC23C=CC1(OC)C1C43CCN(C2Cc2c4c(O1)c(O)cc2)C)(O)C,-6.0,Cadaver,abdomen,unknown,unknown,-20,unknown,0,37,7.3,TRIS buffer,37,7.4,TRIS buffer,unknown,"Jolicoeur, 1992",10.1023/A:1015877621976,3.1636000000000015,411.24095853599994
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-6.792,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,45% Propylene glycol in water (10% DEET solution),37,7.4,PBS,Franz cell,"Ross, 2000",10.1016/S0168-3659(00)00210-8,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-6.78,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,60% Propylene glycol in water  (10% DEET solution),37,7.4,PBS,Franz cell,"Ross, 2000",10.1016/S0168-3659(00)00210-8,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-7.392,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,75% Propylene glycol in water  (10% DEET solution),37,7.4,PBS,Franz cell,"Ross, 2000",10.1016/S0168-3659(00)00210-8,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-7.561,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,90% Propylene glycol in water  (10% DEET solution),37,7.4,PBS,Franz cell,"Ross, 2000",10.1016/S0168-3659(00)00210-8,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-7.477,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,60% PEG 400 in water (10% DEET solution),37,7.4,PBS,Franz cell,"Ross, 2000",10.1016/S0168-3659(00)00210-8,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-7.535,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,75% PEG 400 in water (10% DEET solution),37,7.4,PBS,Franz cell,"Ross, 2000",10.1016/S0168-3659(00)00210-8,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-7.699,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,"30% Propylene glycol, 60% PEG 400 (10% DEET solution)",37,7.4,PBS,Franz cell,"Ross, 2000",10.1016/S0168-3659(00)00210-8,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-7.474,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,30 % Ethanol in water,37,7.4,PBS,Franz cell,"Stinecipher, 1997",10.1080/00984109708984056,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-6.446,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,45 % Ethanol in water,37,7.4,PBS,Franz cell,"Stinecipher, 1997",10.1080/00984109708984056,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-6.954,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,60 % Ethanol in water,37,7.4,PBS,Franz cell,"Stinecipher, 1997",10.1080/00984109708984056,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-7.158,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,75 % Ethanol in water,37,7.4,PBS,Franz cell,"Stinecipher, 1997",10.1080/00984109708984056,2.4770200000000004,191.131014164
"N,N-Diethyl-m-toluamide",CCN(C(=O)c1cccc(c1)C)CC,-8.352,Surgery,unknown,"epidermis, dermis",unknown,-20,unknown,0,37,unknown,90 % Ethanol in water,37,7.4,PBS,Franz cell,"Stinecipher, 1997",10.1080/00984109708984056,2.4770200000000004,191.131014164
Caffeine,Cn1cnc2c1c(=O)n(C)c(=O)n2C,-6.541,Mammaplasty,breast,"epidermis, dermis","dermatomed 330um, hydrated",unknown,unknown,0,32,unknown,Ethanol/water (1:1 v/v),37,7.4,"Saline, HCl",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,-1.0293,194.08037556
Caffeine,Cn1cnc2c1c(=O)n(C)c(=O)n2C,-6.915,Mammaplasty,breast,"epidermis, dermis",unknown,unknown,unknown,0,32,unknown,Ethanol/water (1:1 v/v),37,7.4,"Saline, HCl",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,-1.0293,194.08037556
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-6.898,Mammaplasty,breast,"epidermis, dermis","dermatomed 330um, hydrated",unknown,unknown,0,32,unknown,Ethanol/water (1:1 v/v),37,7.4,"Saline, 5% (w/v) bovine serum albumin, HCl",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,3.8792000000000026,288.208930136
Testosterone,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)C,-7.903,Mammaplasty,breast,"epidermis, dermis",unknown,unknown,unknown,0,32,unknown,Ethanol/water (1:1 v/v),37,7.4,"Saline, 5% (w/v) bovine serum albumin, HCl",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,3.8792000000000026,288.208930136
Butoxyethanol,CCCCOC(O)C,-5.982,Mammaplasty,breast,"epidermis, dermis","dermatomed 330um, hydrated",unknown,unknown,0,32,unknown,Water,37,7.4,"Saline, HCl",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,1.1414,118.099379688
Butoxyethanol,CCCCOC(O)C,-6.364,Mammaplasty,breast,"epidermis, dermis",unknown,unknown,unknown,0,32,unknown,Water,37,7.4,"Saline, HCl",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,1.1414,118.099379688
Propoxur,CNC(=O)Oc1ccccc1OC(C)C,-6.324,Abdominoplasty,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,32,unknown,60 % Ethanol in water,36,7.4,"0.9% NaCl, 0.01% sodium azide, 3% BSA",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,2.192,209.10519334
Propoxur,CNC(=O)Oc1ccccc1OC(C)C,-5.878,Abdominoplasty,abdomen,"epidermis, dermis",unknown,unknown,unknown,0,32,unknown,60 % Ethanol in water,36,7.4,"0.9% NaCl, 0.01% sodium azide, 3% BSA",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,2.192,209.10519334
Propoxur,CNC(=O)Oc1ccccc1OC(C)C,-5.797,Mammaplasty,breast,"epidermis, dermis",unknown,unknown,unknown,0,32,unknown,60 % Ethanol in water,36,7.4,"0.9% NaCl, 0.01% sodium azide, 3% BSA",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,2.192,209.10519334
Propoxur,CNC(=O)Oc1ccccc1OC(C)C,-5.912,Mammaplasty,breast,"epidermis, dermis",unknown,unknown,unknown,0,32,unknown,10 % Ethanol in water,36,7.4,"0.9% NaCl, 0.01% sodium azide, 3% BSA",unknown,"Wilkinson, 2006",10.1007/s00420-005-0056-5,2.192,209.10519334
"4,4'-Methylenedianiline",Nc1ccc(cc1)Cc1ccc(cc1)N,-6.219,unknown,abdomen,"epidermis, dermis",fat removed,-20,unknown,0,32,unknown,Ethanol,unknown,unknown,NaCl solution,Flow through cell,"Kenyon, 2004",10.1016/j.tox.2003.11.004,2.4417999999999997,198.115698448
2-Ethoxyethanol,OCCOCC,-5.647,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,"Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin, 2% (w/v) bovine serum albumin fraction V",Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,0.01519999999999988,90.06807956
2-Ethoxyethanol,OCCOCC,-5.63,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,"Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin, 2% PEG 20",Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,0.01519999999999988,90.06807956
2-Ethoxyethanol,OCCOCC,-5.545,Mammaplasty,breast,"epidermis, dermis",dermatomed 330um,-70,unknown,0,unknown,7.4,unknown,32,7.4,unknown,Glass diffusion cell,"Wilkinson, 2002",10.1007/s00420-002-0367-8,0.01519999999999988,90.06807956
